date,groundwater,soil_moisture,precipitation,temperature,water_risk
2019-12-01,-4.810541079093079,23.44080687379401,2.82,10.93,low
2020-01-01,3.258327210042353,21.382041234136953,1.41,7.02,low
2020-02-01,-2.451413571238316,16.790969254821448,2.78,9.66,low
2020-03-01,4.101170494786494,21.20053894319788,1.68,11.99,low
2020-04-01,11.5074803858518,8.914578396202582,1.51,14.23,low
2020-05-01,8.547117785807647,5.595556180476251,1.79,20.12,low
2020-06-01,10.484243017128911,8.89697677780427,0.94,23.35,low
2020-07-01,-5.012216866728596,5.3550969038112335,0.05,27.84,high
2020-08-01,-2.6596718500163936,2.5885022087348473,0.02,27.72,high
2020-09-01,5.727065579563542,7.516686707413622,0.0,25.74,medium
2020-10-01,-0.7761505537456106,5.1951645930947095,1.12,20.68,medium
2020-11-01,10.829558913420218,13.509495707351833,0.14,12.79,low
2020-12-01,2.1035126532556374,17.710740604133587,5.24,11.94,low
2021-01-01,-2.8592515837657624,18.816371602302382,5.76,10.37,low
2021-02-01,10.627071107658896,14.084933949037602,3.97,9.71,low
2021-03-01,-2.775629956325432,16.143574085768407,3.46,9.98,low
2021-04-01,-0.5418630984511941,16.873548118135602,1.23,14.34,low
2021-05-01,-5.684236440737543,12.81844034308388,0.16,19.93,medium
2021-06-01,-4.508002724655882,11.530791603403545,0.81,23.44,low
2021-07-01,-1.557268517674161,11.403725905966102,0.01,27.93,high
2021-08-01,0.5990917043321957,11.391846583413615,0.0,28.45,medium
2021-09-01,5.973224841666813,6.708921448144786,0.05,23.25,medium
2021-10-01,-0.5712090019798461,16.430090381404117,1.35,17.33,low
2021-11-01,-2.3810353072331756,10.245870272323536,1.73,15.0,low
2021-12-01,8.500613222934073,19.942022824480038,5.57,10.68,low
2022-01-01,5.351757573760109,22.181339811262475,1.92,7.1,low
2022-02-01,9.156867748309997,15.450802140673137,3.67,9.26,low
2022-03-01,-0.516235291937841,19.100003315471433,1.44,7.16,low
2022-04-01,-3.675503038985209,9.044363266280872,0.62,15.36,low
2022-05-01,11.744940833090006,13.514766028764786,0.23,20.06,low
2022-06-01,-4.588594481011919,4.900317222898406,0.57,24.84,high
2022-07-01,-4.8694604727148025,13.33930197751929,0.01,27.11,high
2022-08-01,9.767506480795173,9.498332175019131,0.37,27.87,low
2022-09-01,0.7529800515542453,3.9623752766157896,0.01,23.67,medium
2022-10-01,5.386044289934086,2.150736960282725,0.0,18.86,medium
2022-11-01,-0.5249309408999983,4.363205421841025,2.2,14.82,medium
2022-12-01,2.8438528511743115,3.1477648451959763,2.49,12.19,low
2023-01-01,9.5409943129564,21.384418640515452,4.05,10.26,low
2023-02-01,1.3554245743028615,5.537979832222295,0.53,7.77,low
2023-03-01,11.008071413322696,21.534303553371288,2.81,12.04,low
2023-04-01,2.202764121621267,10.424697384583393,2.65,14.55,low
2023-05-01,0.3414148732006712,23.39304658871598,0.92,18.41,low
2023-06-01,7.226250714664504,18.538230638122545,1.93,23.59,low
2023-07-01,11.477468932105158,5.683285311427667,0.09,28.57,high
2023-08-01,2.473953899930706,24.288119969083283,0.06,28.65,medium
2023-09-01,6.684416874744265,20.382146186219764,0.52,25.25,low
2023-10-01,-3.195954992366571,5.774228019954984,0.13,20.32,high
2023-11-01,3.901423412330452,10.243272814065289,5.21,16.7,low
2023-12-01,2.709921916789959,13.456564389309143,3.0,13.06,low
2024-01-01,7.24022993926774,23.60274638762253,3.65,9.61,low
2024-02-01,-4.421553614033725,22.763133364859325,1.51,11.22,low
2024-03-01,3.4295078829083803,2.12081350379158,1.83,12.94,low
2024-04-01,-1.8448378668312215,20.078649419160705,0.95,17.64,low
2024-05-01,8.554026448286269,12.359621744221386,0.55,19.56,low
2024-06-01,-3.6581642526655394,13.212296527285528,0.01,27.79,high
2024-07-01,-0.32510822230691794,4.142182635373906,0.18,29.67,high
2024-08-01,-2.2394687251622836,14.3426352327917,0.05,29.31,high
2024-09-01,2.4335036234100738,2.3512923830088317,1.11,24.68,medium
2024-10-01,-1.2547513581417595,2.266724232336498,0.0,19.29,high
2024-11-01,3.1726233441452685,12.58401724694686,2.39,13.32,low
2024-12-01,6.461287564833476,16.06016272939271,5.97,11.12,low
2025-01-01,0.6625702284845758,4.892209496514084,3.52,11.26,low
2025-02-01,7.9842088182856585,6.334221770423645,2.03,6.97,low
2025-03-01,6.942488449796844,9.892975347270928,0.22,12.89,low
2025-04-01,0.9083297851374237,13.512624275848882,1.75,14.49,low
2025-05-01,1.3959681318605783,5.717237049264041,0.68,19.58,low
2025-06-01,10.078587168921967,5.94951115387623,0.0,26.07,high
2025-07-01,3.537057072874351,14.144256237826642,1.9557122713934936,25.373353601833742,low
2025-08-01,8.481809930679496,12.38811804175646,6.042783606873461,20.919882512188064,low
2025-09-01,3.1811665804246463,24.621807344794064,6.880783027153624,29.16011770275191,low
2025-10-01,-0.11617993311704744,20.401524786933358,7.437967775765394,13.003925768886727,low
2025-11-01,-0.18593436561984777,14.04500805602894,3.0523730355537824,20.963029825712784,low
2025-12-01,5.98368004578259,10.002460809578597,9.21762476600242,13.852199749255012,low
